3	19874140	19834123	19834127	1987	T	M	51
1	19874141	19834123	19834127	1987	T	F	5
2	19874141	19834123	19834127	1987	T	F	21.1
3	19874141	19834123	19834127	1987	T	F	39
1	19874144	19844127	19844244	1987	S	M	4.1
2	19874144	19844127	19844244	1987	S	M	20.3
3	19874144	19844127	19844244	1987	S	M	39
1	19874145	19844127	19844246	1987	S	F	3.9
2	19874145	19844127	19844246	1987	S	F	19.1
3	19874145	19844127	19844246	1987	S	F	36
1	19874146	19844127	19834247	1987	S	F	4.5
2	19874146	19844127	19834247	1987	S	F	20.5
3	19874146	19844127	19834247	1987	S	F	45
1	19884118	19844127	19854128	1988	T	M	4.1
2	19884118	19844127	19854128	1988	T	M	19.1
3	19884118	19844127	19854128	1988	T	M	36
1	19884119	19844127	19864129	1988	S	F	3.2
2	19884119	19844127	19864129	1988	S	F	19.6
3	19884119	19844127	19864129	1988	S	F	38
