index	gen	fam	infam	sir	dam	sex	F1	F2	C1	R1	R2	BW16	BMW	PH0	BW16_TBV	BMW_TBV	PH0_TBV	BW16_TGV	BMW_TGV	PH0_TGV	BW16_A_eff	BW16_F1_eff	BW16_F2_eff	BW16_C1_eff	BW16_R1_eff	BW16_R2_eff	BW16_E_eff	BMW_A_eff	BMW_F1_eff	BMW_F2_eff	BMW_C1_eff	BMW_R1_eff	BMW_R2_eff	BMW_E_eff	PH0_A_eff	PH0_F1_eff	PH0_F2_eff	PH0_C1_eff	PH0_R1_eff	PH0_R2_eff	PH0_E_eff
22	1	22	22	0	0	1	L1	H2	15	K1	M2	2255.44156649667	392.703704234264	5.58637756631926	30.2484127303767	38.372388812079	0.0923047077165781	30.2484127303767	38.372388812079	0.0923047077165781	30.2484127303767	351	-57	7.5	52.3526117827402	-5.00964313509081	-55.6498148813584	38.372388812079	28	-12	15	13.9594556900352	19.5796435901067	14.7922161420433	0.0923047077165781	-0.06	0.1	-1.5	0.11553505362703	0.12174380359945	0.016794001376202
23	1	23	23	0	0	1	L1	H1	16	K1	M2	2372.71968634927	331.99683603272	4.75288912418521	-82.1488516219758	-26.2068591577166	-0.119776968401705	-82.1488516219758	-26.2068591577166	-0.119776968401705	-82.1488516219758	351	102	8	52.3526117827402	-5.00964313509081	14.5255693235925	-26.2068591577166	28	12	16	13.9594556900352	19.5796435901067	-6.33540408970536	-0.119776968401705	-0.06	-0.11	-1.6	0.11553505362703	0.12174380359945	-0.294612764639561
24	1	24	24	0	0	1	L1	H1	16	K2	M1	2181.06595838228	329.092842428182	5.26082394086613	-73.8271207139576	-8.17023013011008	0.00863161685533184	-73.8271207139576	-8.17023013011008	0.00863161685533184	-73.8271207139576	351	102	8	-53.6243351458837	-55.2458865873073	-29.2366991705703	-8.17023013011008	28	12	16	-14.2985517796717	-9.53409426206906	30.0957186000327	0.00863161685533184	-0.06	-0.11	-1.6	-0.118341573148335	0.0212726654944161	0.419261231664714
25	1	25	25	0	0	1	L2	H2	16	K1	M3	1652.11133044591	274.16923030585	5.00344171824585	11.2823178043761	27.7138186405058	-0.134612045351815	11.2823178043761	27.7138186405058	-0.134612045351815	11.2823178043761	-306	-57	8	52.3526117827402	76.0130490218281	-64.5366481630356	27.7138186405058	-28	-12	16	13.9594556900352	-10.9920393771555	-7.5120046475355	-0.134612045351815	0.03	0.1	-1.6	0.11553505362703	-0.170568005975714	-0.0369132840536507
26	1	26	26	0	0	1	L1	H2	17	K1	M1	2322.46566303421	322.070430374408	5.36613236344568	117.220171687407	5.97725481599292	0.19225279596042	117.220171687407	5.97725481599292	0.19225279596042	117.220171687407	351	-57	8.5	52.3526117827402	-55.2458865873073	-26.3612338486266	5.97725481599292	28	-12	17	13.9594556900352	-9.53409426206906	3.66781413044933	0.19225279596042	-0.06	0.1	-1.7	0.11553505362703	0.0212726654944161	-0.00292815163618872
27	1	27	27	0	0	1	L2	H1	16	K1	M1	1702.27067017574	305.712685799454	5.03435073773754	36.9523984305282	14.7656820245503	-0.322004189411475	36.9523984305282	14.7656820245503	-0.322004189411475	36.9523984305282	-306	102	8	52.3526117827402	-55.2458865873073	-67.7884534502177	14.7656820245503	-28	12	16	13.9594556900352	-9.53409426206906	11.5216423469378	-0.322004189411475	0.03	-0.11	-1.6	0.11553505362703	0.0212726654944161	0.199547208027566
28	1	28	28	0	0	1	L1	H2	16	K1	M1	2398.70707532519	274.2378927872	4.84036756602624	58.3122835083625	-19.84196433954	-0.0255957544812995	58.3122835083625	-19.84196433954	-0.0255957544812995	58.3122835083625	351	-57	8	52.3526117827402	-55.2458865873073	109.288066621398	-19.84196433954	28	-12	16	13.9594556900352	-9.53409426206906	-17.3455043012263	-0.0255957544812995	-0.06	0.1	-1.6	0.11553505362703	0.0212726654944161	-0.410844398613906
29	1	29	29	0	0	1	L1	H2	17	K2	M2	1933.22753314718	192.75247829074	5.24132859052113	29.2969553203558	-22.8595423427067	0.299849072009202	29.2969553203558	-22.8595423427067	0.299849072009202	29.2969553203558	351	-57	8.5	-53.6243351458837	-5.00964313509081	-271.935443892205	-22.8595423427067	28	-12	17	-14.2985517796717	19.5796435901067	-97.6690711769884	0.299849072009202	-0.06	0.1	-1.7	-0.118341573148335	0.12174380359945	-0.10192271193919
30	1	30	30	0	0	1	L2	H2	17	K2	M2	1319.34681937475	250.218684696868	5.39072217367917	-70.9846832689057	17.7281450056377	0.0353137811194653	-70.9846832689057	17.7281450056377	0.0353137811194653	-70.9846832689057	-306	-57	8.5	-53.6243351458837	-5.00964313509081	-128.534519075372	17.7281450056377	-28	-12	17	-14.2985517796717	19.5796435901067	-24.7905521192052	0.0353137811194653	0.03	0.1	-1.7	-0.118341573148335	0.12174380359945	0.222006162108587
31	1	31	31	0	0	1	L2	H1	16	K2	M3	1827.96649396862	254.985767346826	4.79984786537114	91.9463450840895	5.43719045828182	-0.0690783605411032	91.9463450840895	5.43719045828182	-0.0690783605411032	91.9463450840895	-306	102	8	-53.6243351458837	76.0130490218281	-22.3685649914177	5.43719045828182	-28	12	16	-14.2985517796717	-10.9920393771555	-0.160831954628387	-0.0690783605411032	0.03	-0.11	-1.6	-0.118341573148335	-0.170568005975714	0.137835805036294
32	1	32	32	0	0	1	L2	H1	17	K2	M2	1643.08716806953	256.588688762505	4.61684428690013	-121.276743928753	-44.5785772954009	-0.105620079767283	-121.276743928753	-44.5785772954009	-0.105620079767283	-121.276743928753	-306	102	8.5	-53.6243351458837	-5.00964313509081	86.4978902792602	-44.5785772954009	-28	12	17	-14.2985517796717	19.5796435901067	19.8861742474703	-0.105620079767283	0.03	-0.11	-1.7	-0.118341573148335	0.12174380359945	-0.200937863783698
33	1	33	33	0	0	1	L2	H1	15	K2	M2	1466.14576647314	287.450501879968	5.48560330083371	-171.045181462329	5.77116607051212	0.279051020876596	-171.045181462329	5.77116607051212	0.279051020876596	-171.045181462329	-306	102	7.5	-53.6243351458837	-5.00964313509081	-39.6750737835599	5.77116607051212	-28	12	15	-14.2985517796717	19.5796435901067	2.39824399902113	0.279051020876596	0.03	-0.11	-1.5	-0.118341573148335	0.12174380359945	0.083150049505997
34	1	34	34	0	0	1	L2	H1	16	K1	M1	1660.92982850319	192.123240166619	5.18842516260813	-7.96196915213129	-31.8361537882663	-0.223177157049878	-7.96196915213129	-31.8361537882663	-0.223177157049878	-7.96196915213129	-306	102	8	52.3526117827402	-55.2458865873073	-64.214927540114	-31.8361537882663	-28	12	16	13.9594556900352	-9.53409426206906	-55.4659674730805	-0.223177157049878	0.03	-0.11	-1.6	0.11553505362703	0.0212726654944161	0.25479460053656
35	1	35	35	0	0	1	L2	H2	15	K2	M2	1376.56645136887	308.901556605659	4.87376312801072	38.1034910332105	22.8003817768906	-0.0753280943001712	38.1034910332105	22.8003817768906	-0.0753280943001712	38.1034910332105	-306	-57	7.5	-53.6243351458837	-5.00964313509081	-179.403061383365	22.8003817768906	-28	-12	15	-14.2985517796717	19.5796435901067	30.8200830183333	-0.0753280943001712	0.03	0.1	-1.5	-0.118341573148335	0.12174380359945	-0.384311008140228
36	1	36	36	0	0	1	L2	H2	17	K2	M2	1474.47852877993	276.399784732396	5.38302838884613	38.292419213253	3.40877484896279	0.156542588073855	38.292419213253	3.40877484896279	0.156542588073855	38.292419213253	-306	-57	8.5	-53.6243351458837	-5.00964313509081	-82.6799121523488	3.40877484896279	-28	-12	17	-14.2985517796717	19.5796435901067	15.7099180729984	0.156542588073855	0.03	0.1	-1.7	-0.118341573148335	0.12174380359945	0.0930835703211624
37	1	37	37	0	0	1	L1	H2	16	K2	M1	1898.82933982218	261.375855030698	4.90419870128787	-230.074582826271	-34.5608035619002	0.0994635605298957	-230.074582826271	-34.5608035619002	0.0994635605298957	-230.074582826271	351	-57	8	-53.6243351458837	-55.2458865873073	3.77414438163914	-34.5608035619002	28	-12	16	-14.2985517796717	-9.53409426206906	12.7693046343394	0.0994635605298957	-0.06	0.1	-1.6	-0.118341573148335	0.0212726654944161	-0.238195951588103
38	1	38	38	0	0	1	L2	H2	15	K2	M1	1805.88393948098	262.285553092019	5.19956797723462	131.45936880972	48.1119045002421	0.184848707066741	131.45936880972	48.1119045002421	0.184848707066741	131.45936880972	-306	-57	7.5	-53.6243351458837	-55.2458865873073	206.794792404447	48.1119045002421	-28	-12	15	-14.2985517796717	-9.53409426206906	-11.9937053664823	0.184848707066741	0.03	0.1	-1.5	-0.118341573148335	0.0212726654944161	-0.218211822178203
39	1	39	39	0	0	1	L1	H2	15	K1	M3	2397.38217412411	313.02738046	5.5771818040819	-0.149920944666139	4.4153685161499	0.23393016671826	-0.149920944666139	4.4153685161499	0.23393016671826	-0.149920944666139	351	-57	7.5	52.3526117827402	76.0130490218281	35.6664342642075	4.4153685161499	28	-12	15	13.9594556900352	-10.9920393771555	-0.355404369029665	0.23393016671826	-0.06	0.1	-1.5	0.11553505362703	-0.170568005975714	0.158284589712325
40	1	40	40	0	0	1	L2	H2	17	K2	M3	1636.93755202956	179.123200966407	4.67513459922119	19.384561181999	20.0165725642386	-0.0553695524742651	19.384561181999	20.0165725642386	-0.0553695524742651	19.384561181999	-306	-57	8.5	-53.6243351458837	76.0130490218281	17.6642769716178	20.0165725642386	-28	-12	17	-14.2985517796717	-10.9920393771555	-67.6027804410045	-0.0553695524742651	0.03	0.1	-1.7	-0.118341573148335	-0.170568005975714	-0.110586269180495
41	1	41	41	0	0	1	L1	H1	16	K2	M3	2070.70421065982	353.768510527517	4.50747060424394	-215.461201512859	-10.3437967312239	0.234108568701232	-215.461201512859	-10.3437967312239	0.234108568701232	-215.461201512859	351	102	8	-53.6243351458837	76.0130490218281	-129.223301703262	-10.3437967312239	28	12	16	-14.2985517796717	-10.9920393771555	58.4028984155679	0.234108568701232	-0.06	-0.11	-1.6	-0.118341573148335	-0.170568005975714	-0.367728385333243
42	1	42	42	0	0	1	L1	H1	16	K2	M2	2214.36429229404	372.093600137942	4.96038058924722	-68.5876199694697	-4.04401673299242	0.228387384035125	-68.5876199694697	-4.04401673299242	0.228387384035125	-68.5876199694697	351	102	8	-53.6243351458837	-5.00964313509081	-51.4141094555113	-4.04401673299242	28	12	16	-14.2985517796717	19.5796435901067	39.8565250604996	0.228387384035125	-0.06	-0.11	-1.6	-0.118341573148335	0.12174380359945	-0.201409025239025
43	1	43	43	0	0	1	L1	H2	15	K2	M2	2189.42378136031	269.076027510661	5.38982680791782	-119.111471772877	-12.4562669197671	0.11435803751297	-119.111471772877	-12.4562669197671	0.11435803751297	-119.111471772877	351	-57	7.5	-53.6243351458837	-5.00964313509081	133.669231414161	-12.4562669197671	28	-12	15	-14.2985517796717	19.5796435901067	-29.7487973800065	0.11435803751297	-0.06	0.1	-1.5	-0.118341573148335	0.12174380359945	0.0320665399537348
44	1	44	44	0	0	1	L1	H2	17	K1	M2	2408.82479522844	327.438072440892	5.34174681725616	-60.7059699988379	-4.29146402043469	-0.0274187452634279	-60.7059699988379	-4.29146402043469	-0.0274187452634279	-60.7059699988379	351	-57	8.5	52.3526117827402	-5.00964313509081	187.687796579632	-4.29146402043469	28	-12	17	13.9594556900352	19.5796435901067	-9.80956281881516	-0.0274187452634279	-0.06	0.1	-1.7	0.11553505362703	0.12174380359945	0.0918867052931054
45	1	45	45	0	0	1	L1	H1	15	K2	M3	2286.42751364026	289.506648948733	4.53340316526022	-107.473119364847	3.15623940187182	-0.175566324701414	-107.473119364847	3.15623940187182	-0.175566324701414	-107.473119364847	351	102	7.5	-53.6243351458837	76.0130490218281	-20.9880808708355	3.15623940187182	28	12	15	-14.2985517796717	-10.9920393771555	-18.3589992963114	-0.175566324701414	-0.06	-0.11	-1.5	-0.118341573148335	-0.170568005975714	-0.0321209309143162
46	1	46	46	0	0	1	L2	H1	17	K1	M3	1628.34947595183	229.492819718278	5.03874635307237	-107.795308901041	-41.7830754561375	0.0623694375699121	-107.795308901041	-41.7830754561375	0.0623694375699121	-107.795308901041	-306	102	8.5	52.3526117827402	76.0130490218281	-128.720875951699	-41.7830754561375	-28	12	17	13.9594556900352	-10.9920393771555	-7.69152113846426	0.0623694375699121	0.03	-0.11	-1.7	0.11553505362703	-0.170568005975714	0.111409867851144
47	1	47	47	0	0	1	L2	H1	16	K2	M2	1698.90543526395	260.510293813764	5.18465351504938	6.53565379978442	24.5566825660482	0.462725708356213	6.53565379978442	24.5566825660482	0.462725708356213	6.53565379978442	-306	102	8	-53.6243351458837	-5.00964313509081	15.0037597451447	24.5566825660482	-28	12	16	-14.2985517796717	19.5796435901067	-44.3274805627194	0.462725708356213	0.03	-0.11	-1.6	-0.118341573148335	0.12174380359945	-0.301474423757947
48	1	48	48	0	0	1	L2	H2	17	K2	M2	1524.27657350771	304.250763105323	5.25523415658463	-17.095559859697	28.1176578612821	-0.0598522422047361	-17.095559859697	28.1176578612821	-0.0598522422047361	-17.095559859697	-306	-57	8.5	-53.6243351458837	-5.00964313509081	22.5061116483783	28.1176578612821	-28	-12	17	-14.2985517796717	19.5796435901067	18.8520134336053	-0.0598522422047361	0.03	0.1	-1.7	-0.118341573148335	0.12174380359945	0.181684168338253
49	1	49	49	0	0	1	L2	H2	17	K1	M3	1559.19206275757	185.841108697925	5.57295325286937	21.8409280181544	-35.4583550732327	-0.151362046345387	21.8409280181544	-35.4583550732327	-0.151362046345387	21.8409280181544	-306	-57	8.5	52.3526117827402	76.0130490218281	-168.514526065153	-35.4583550732327	-28	-12	17	13.9594556900352	-10.9920393771555	-33.6679525417221	-0.151362046345387	0.03	0.1	-1.7	0.11553505362703	-0.170568005975714	0.649348251563441
50	1	50	50	0	0	1	L2	H2	17	K1	M3	1481.48067622326	237.21988631438	4.97806356044368	-107.023205344096	-21.1711304314788	-0.167961765717689	-107.023205344096	-21.1711304314788	-0.167961765717689	-107.023205344096	-306	-57	8.5	52.3526117827402	76.0130490218281	-117.361779237216	-21.1711304314788	-28	-12	17	13.9594556900352	-10.9920393771555	3.42360043297903	-0.167961765717689	0.03	0.1	-1.7	0.11553505362703	-0.170568005975714	0.0710582785100558
51	1	51	51	0	0	1	L2	H2	17	K2	M3	1596.50087496642	275.128702320695	4.85505350262155	-7.66158660038806	18.362067519215	-0.0177743493934769	-7.66158660038806	18.362067519215	-0.0177743493934769	-7.66158660038806	-306	-57	8.5	-53.6243351458837	76.0130490218281	4.27374769086307	18.362067519215	-28	-12	17	-14.2985517796717	-10.9920393771555	30.0572259583069	-0.0177743493934769	0.03	0.1	-1.7	-0.118341573148335	-0.170568005975714	0.031737431139081
52	1	52	52	0	0	1	L2	H1	15	K1	M1	1469.54772099922	220.517709134954	5.04506495139471	-67.3299430387228	-10.4122046404658	0.0492169286078066	-67.3299430387228	-10.4122046404658	0.0492169286078066	-67.3299430387228	-306	102	7.5	52.3526117827402	-55.2458865873073	-195.729061157486	-10.4122046404658	-28	12	15	13.9594556900352	-9.53409426206906	-47.4954476525458	0.0492169286078066	0.03	-0.11	-1.5	0.11553505362703	0.0212726654944161	-0.260959696334544
53	1	53	53	0	0	1	L1	H2	16	K2	M3	2056.02987778097	298.856307643658	4.19587899128868	-58.0090542484008	14.9679577608083	-0.164749450574149	-58.0090542484008	14.9679577608083	-0.164749450574149	-58.0090542484008	351	-57	8	-53.6243351458837	76.0130490218281	-142.349781846571	14.9679577608083	28	-12	16	-14.2985517796717	-10.9920393771555	2.1789410396768	-0.164749450574149	-0.06	0.1	-1.6	-0.118341573148335	-0.170568005975714	-0.490461979013122
54	1	54	54	0	0	1	L1	H2	15	K2	M3	2172.18445952449	321.451912797941	4.86740635544811	28.5233847877598	35.4161525445901	-0.0202126202374034	28.5233847877598	35.4161525445901	-0.0202126202374034	28.5233847877598	351	-57	7.5	-53.6243351458837	76.0130490218281	-112.227639139217	35.4161525445901	28	-12	15	-14.2985517796717	-10.9920393771555	5.32635141017791	-0.0202126202374034	-0.06	0.1	-1.5	-0.118341573148335	-0.170568005975714	-0.0634714451904425
55	1	55	55	0	0	1	L1	H2	15	K1	M3	2341.57628596467	354.064003935337	5.08837474397246	-28.1278735496023	26.6813026746453	0.380778344060168	-28.1278735496023	26.6813026746453	0.380778344060168	-28.1278735496023	351	-57	7.5	52.3526117827402	76.0130490218281	7.83849870970483	26.6813026746453	28	-12	15	13.9594556900352	-10.9920393771555	18.4152849478124	0.380778344060168	-0.06	0.1	-1.5	0.11553505362703	-0.170568005975714	-0.477370647739023
56	1	56	56	0	0	1	L2	H2	15	K2	M1	1450.19381949293	239.042012843716	5.23155619243663	80.0244132157711	1.224271353697	-0.090846629890288	80.0244132157711	1.224271353697	-0.090846629890288	80.0244132157711	-306	-57	7.5	-53.6243351458837	-55.2458865873073	-97.4603719896484	1.224271353697	-28	-12	15	-14.2985517796717	-9.53409426206906	11.6503875317599	-0.090846629890288	0.03	0.1	-1.5	-0.118341573148335	0.0212726654944161	0.0894717299808369
57	1	57	57	0	0	1	L2	H2	16	K2	M1	1444.46373085309	224.395407681794	5.38006562288334	-42.895452368692	-7.69472342697502	0.376934411975205	-42.895452368692	-7.69472342697502	0.376934411975205	-42.895452368692	-306	-57	8	-53.6243351458837	-55.2458865873073	19.2294049549745	-7.69472342697502	-28	-12	16	-14.2985517796717	-9.53409426206906	4.9227771505097	0.376934411975205	0.03	0.1	-1.6	-0.118341573148335	0.0212726654944161	-0.129799881437943
