index	Trait1	Trait2	Trait3	Trait4
72	-1.14333445234538	-0.269532482675834	-0.60994198280194	6.13669728229627
73	2.34511569285019	-2.23802512492102	0.292486517664795	1.7871975195966
74	1.53945480556249	2.2740536682433	1.36161422283584	-1.44602923325427
75	-3.47836473400449	-3.13960571685182	0.0298783610080111	0.234503449922715
76	-3.80712788978758	-1.64259419828914	0.784571590174301	-1.29185703500157
77	4.88441652789831	0.856221792768636	-2.47681847736285	4.54295921891878
78	7.68304777528443	-1.31593574920052	-0.643085355722247	2.34081438106354
79	0.495589523848248	-0.620633211069284	-0.732992057804755	-0.173894314036755
80	0.254182900915633	1.99666733849211	1.5441642344852	-3.5828977822933
81	1.82632535777065	-0.905128817288638	-0.850540264397166	4.61337552460289
82	-2.72281578453366	-1.03701552689805	1.16881811071639	3.3284183153463
83	3.9800249738262	-0.74639344575289	-0.41746554881457	2.15145934849937
84	7.00994827665852	0.354923606471275	1.47577932602643	-7.62675905807842
85	5.4358529507858	-2.67743345885637	0.347849411370461	5.05292499778008
86	3.34617091248174	0.664584222787416	-1.12382392419858	2.79684741697795
87	-2.80317460838971	1.40926716661554	-0.562167008392284	2.16323882283356
88	-1.09760604061816	2.32858183855396	1.12287417514958	0.420478272562606
89	-3.48623184835785	2.96528796156982	1.13500128932121	-5.94215842579857
90	1.72475490857765	-1.9801225331208	1.02364643995124	-0.21496009116282
91	1.52284329712111	-2.14070742329873	1.61704122430488	6.68270787796689
92	0.578730196957149	3.78493946867195	0.56787694757266	-0.916323548032816
93	2.77290781986992	0.24531455890227	2.39690497286706	-2.4970727032581
94	1.46683280074424	-1.15884969615533	-1.60676126345694	1.12759111702254
95	1.90202551950839	-0.0576752488760353	0.445493060543475	-6.19252031913549
96	3.60314985556115	2.67408556123424	0.567807199153728	6.01125630178389
97	1.1590921370534	-1.77031683889515	0.886712917571178	-1.74770966280692
98	1.90757886166144	-0.543592087694932	0.869749492383179	2.37035571592301
99	-3.77341773033511	-3.48604680436519	1.67737096559253	2.41744752143484
100	0.971981086896807	-0.873353271762753	0.894697587724759	6.49012304791688
