880735	1991	1	28	3052
880737	1990	11	26	3704
880743	1991	10	37	5889
880748	1991	2	28	3624
880754	1991	10	36	3447
880758	1991	4	30	3892
880769	1991	2	28	3708
880777	1991	2	28	4919
880779	1991	6	32	4658
880782	1990	11	25	2508
880792	1992	2	40	4391
880794	1991	4	30	3459
880798	1991	5	31	4159
880802	1991	7	33	4250
880803	1991	4	30	3504
880814	1990	11	25	5101
880818	1991	5	31	4938
880820	1991	7	33	3930
880821	1991	3	29	3374
880822	1991	4	30	4372
880825	1991	7	33	5002
880826	1991	3	29	3802
880830	1990	11	25	4506
880835	1991	2	27	4896
880836	1991	7	32	4894
880842	1991	7	32	4026
880844	1991	6	31	4914
880846	1992	3	40	5698
880850	1991	8	33	4847
880853	1991	9	34	3040
880854	1991	5	30	2499
880856	1991	8	33	4371
880857	1992	7	44	4195
880858	1991	7	32	5343
880862	1991	4	29	3410
880863	1991	3	28	4704
880865	1991	5	30	4352
880873	1991	5	30	4462
880875	1991	7	32	4622
880876	1991	4	29	4340
880885	1991	6	31	4341
880887	1991	6	31	3240
880888	1991	5	30	4227
880892	1991	6	31	4050
880895	1991	4	29	1999
880898	1991	5	30	4428
880901	1991	4	29	3153
880904	1992	2	39	3838
880906	1991	4	29	3961
880910	1991	5	30	5028
880911	1991	2	27	4947
880912	1991	4	29	5105
880916	1991	9	33	4914
880934	1991	5	29	4609
880936	1991	5	29	4510
890002	1991	6	29	4664
890004	1991	4	27	3524
890006	1991	7	30	4180
890008	1991	3	26	4371
890012	1991	3	26	4976
890013	1991	4	27	5145
890018	1991	5	28	3588
890021	1991	6	29	4104
890032	1991	5	28	4218
890038	1991	3	26	4370
890039	1991	7	30	4117
890043	1991	12	35	3305
890045	1991	5	28	3330
890047	1991	7	30	4838
890049	1991	7	30	4897
890050	1991	4	27	3595
890054	1991	9	32	5715
890060	1991	6	29	5441
890061	1991	5	28	3610
890069	1991	6	29	4152
890074	1991	8	31	4005
890078	1991	5	28	5476
890080	1991	6	29	4706
890081	1991	6	29	3426
890083	1991	6	29	3658
890089	1991	7	29	4528
890091	1991	6	28	3605
890094	1991	5	27	3646
890099	1991	6	28	3350
890100	1991	6	28	4116
890103	1991	5	27	4720
890107	1991	6	28	4841
890110	1991	5	27	3425
890112	1991	4	26	5170
890113	1991	6	28	4472
890114	1991	6	28	3792
890118	1992	2	36	5129
890121	1991	8	30	3098
890127	1991	7	29	3823
890137	1991	8	30	4692
890140	1991	7	29	3345
890141	1991	6	28	4874
890143	1991	4	26	4412
890144	1991	6	28	5141
890145	1991	7	29	4674
890149	1991	8	30	4200
890150	1991	6	28	4587
890155	1991	6	28	2230
890174	1991	7	28	4973
890182	1991	7	28	3992
890183	1991	6	27	5633
890185	1991	6	27	4918
890186	1991	7	28	3793
890188	1991	5	26	3454
890199	1991	9	30	3561
890202	1991	8	29	4104
890203	1991	8	29	4445
890210	1991	6	27	3550
890216	1991	5	26	5078
890223	1991	8	29	4470
890229	1991	6	27	4178
890230	1991	7	28	4757
890233	1991	7	28	3698
890235	1991	7	28	5094
890236	1991	6	27	4755
890242	1991	6	27	4987
890246	1991	5	26	4986
890248	1991	7	28	4709
890252	1991	8	28	4669
890255	1991	6	26	3942
890256	1991	6	26	4832
890258	1991	6	26	4662
890261	1991	6	26	4221
890262	1991	11	31	6288
890263	1991	6	26	3862
890265	1991	8	28	3412
890278	1991	7	27	4098
890279	1991	7	27	3676
890280	1991	5	25	4812
890284	1991	8	28	4273
890294	1991	7	27	3502
890297	1991	1	21	5910
890301	1991	5	25	3883
890307	1991	6	26	3585
890319	1991	7	27	3895
890323	1991	11	31	3956
890326	1991	6	26	2539
890329	1991	6	26	5130
890330	1991	6	26	4748
890332	1991	8	28	3804
890335	1991	5	24	4447
890337	1991	6	25	4281
890338	1991	5	24	4967
890347	1991	7	26	4434
890355	1991	6	25	3545
890359	1991	2	21	3738
890362	1991	8	27	5170
890376	1991	7	26	4066
890377	1991	6	25	4381
890381	1991	6	25	4553
890385	1991	8	27	4905
890391	1992	6	37	5645
890397	1991	6	25	3585
890425	1991	9	27	5089
890427	1991	8	26	3852
890431	1991	8	26	3843
890437	1991	10	28	4668
890452	1991	8	26	3987
890453	1991	10	28	3024
890455	1991	9	27	4015
890456	1991	6	24	4903
890461	1991	10	28	5526
890465	1991	9	27	4330
890466	1991	8	26	4680
890468	1992	2	32	4780
890469	1991	11	29	4191
890480	1991	10	28	5756
890486	1991	8	26	4315
890489	1991	9	27	4339
890500	1991	12	29	2665
890502	1991	12	29	5010
890507	1991	8	25	6212
890523	1991	8	25	4091
890524	1991	10	27	4152
890525	1991	9	26	4218
890528	1991	9	26	4270
890532	1991	11	28	4138
890543	1991	8	25	4065
890547	1991	9	26	3730
890550	1991	10	27	3854
890551	1991	9	26	5006
890558	1991	9	26	5025
890563	1991	11	28	4587
890564	1991	12	29	4437
890565	1991	10	27	4454
890567	1991	11	28	5956
890570	1991	12	29	5507
890580	1991	10	27	4514
890583	1991	9	25	3885
890584	1991	8	24	5330
890594	1991	10	26	5197
890596	1991	9	25	4840
890606	1991	9	25	3900
890616	1991	12	28	4200
890618	1992	1	29	5982
890620	1991	12	28	5578
890627	1991	9	25	5601
890628	1991	12	28	2723
890645	1991	12	28	4649
890647	1991	11	27	3590
890648	1992	2	30	4058
890655	1991	12	28	3956
890656	1992	1	29	5396
890657	1991	12	28	4225
890663	1991	12	28	3992
890665	1992	2	29	3315
890666	1992	2	29	4786
890668	1992	1	28	4786
890671	1992	1	28	5639
890675	1991	12	27	4490
890676	1991	12	27	3797
890682	1992	9	36	4305
890683	1991	12	27	4772
890684	1992	1	28	5900
890689	1991	12	27	5249
890691	1992	1	28	4485
890698	1992	1	28	4782
890700	1991	11	26	5345
890702	1991	11	26	6226
890705	1992	1	28	5130
890706	1992	2	29	5142
890711	1992	1	28	6282
890713	1991	12	27	5740
890719	1992	7	34	4388
890721	1992	3	30	4830
890722	1991	12	27	4020
890724	1992	3	30	3658
890726	1991	12	27	4680
890737	1991	12	27	5717
890740	1992	4	31	5375
890745	1992	1	28	2682
890748	1992	4	30	4055
890750	1991	12	26	3330
890752	1992	1	27	4695
890755	1992	3	29	4207
890757	1992	5	31	4858
890758	1991	12	26	4630
890760	1992	1	27	5566
890764	1992	1	27	2982
890770	1991	12	26	3945
890771	1991	12	26	6040
890772	1992	3	29	5547
890779	1991	12	26	4989
890783	1992	1	27	4786
890785	1992	2	28	4748
890787	1991	12	26	4191
890788	1992	3	29	4892
890789	1991	12	26	4852
890792	1992	1	27	3966
890793	1992	1	27	4989
890810	1992	3	29	4942
890811	1992	1	27	4288
890812	1992	2	28	3993
890814	1992	3	29	5658
890816	1992	1	27	3552
890818	1992	1	27	3264
890819	1991	12	26	4329
890823	1992	5	31	3800
890827	1992	8	34	5137
890828	1992	3	29	5498
890830	1992	4	30	4677
890833	1992	2	27	5036
890837	1992	4	29	5426
890843	1992	7	32	5224
890849	1992	3	28	5106
890857	1992	5	30	4766
890860	1992	3	28	5703
890867	1992	2	27	5927
890875	1992	4	29	5358
890879	1992	6	31	4408
890883	1992	4	29	5296
890884	1992	4	29	3204
890886	1992	5	30	5300
890892	1992	4	29	5286
890898	1992	2	27	6437
890900	1992	10	35	3885
890909	1992	4	29	4695
890914	1992	2	26	4593
890921	1992	3	27	5417
890930	1992	5	29	3906
890932	1992	3	27	4419
890935	1992	5	29	4492
890937	1992	2	26	5499
890938	1992	5	29	4690
890939	1992	4	28	4860
890944	1992	2	26	4827
890955	1992	3	27	5562
890958	1992	4	28	5850
900015	1992	5	28	6054
900018	1992	7	30	5095
900023	1992	2	25	5130
900028	1992	4	27	4692
900030	1992	5	28	5189
900031	1992	6	29	5034
900033	1992	7	30	3720
900038	1992	5	28	5112
900043	1992	4	27	4758
900046	1992	4	27	4840
900047	1992	4	27	5025
900050	1992	5	28	4875
900051	1992	6	29	4713
900053	1992	4	27	4658
900056	1992	2	25	5256
900062	1992	7	30	3930
900065	1992	5	28	3980
900069	1992	6	29	4187
900070	1992	4	27	5940
900071	1992	5	28	4364
900073	1992	5	28	5566
900079	1992	10	33	5120
900081	1992	7	30	3944
900084	1992	4	26	5029
900089	1992	4	26	4282
900091	1992	4	26	4435
900095	1992	4	26	5571
900096	1992	5	27	5922
900098	1992	2	24	2090
900100	1992	6	28	4537
900105	1992	4	26	4911
900107	1992	5	27	5286
900112	1992	4	26	4743
900114	1992	4	26	3916
900119	1992	4	26	3285
900122	1992	8	30	3999
900126	1992	5	27	3819
900127	1992	4	26	4015
900130	1992	5	27	4251
900134	1992	4	26	5886
900136	1992	5	27	5191
900139	1992	10	32	2093
900141	1992	4	26	4500
900149	1992	5	27	4980
900155	1992	4	26	4224
900162	1992	7	29	4500
900165	1992	8	30	4345
900166	1992	8	30	4096
900172	1992	5	26	3569
900179	1992	5	26	4595
900186	1992	7	28	2965
900189	1992	6	27	4000
900196	1992	4	25	3870
900198	1992	5	26	4861
900199	1992	11	32	4508
900202	1992	7	28	4130
900206	1992	6	27	5150
900214	1992	6	27	4632
900218	1992	6	27	4743
900221	1992	7	28	5020
900222	1992	8	29	4140
900227	1992	6	27	4228
900234	1992	7	28	2963
900237	1992	5	26	5242
900238	1992	6	27	2445
900242	1992	6	27	3570
900251	1992	8	28	5126
900254	1992	8	28	3747
900257	1992	6	26	4165
900260	1992	6	26	3430
900263	1992	9	29	4979
900264	1992	7	27	4322
900265	1992	6	26	4658
900267	1992	9	29	4220
900273	1992	7	27	4125
900276	1992	8	28	3898
900280	1992	8	28	4036
900284	1992	9	29	3407
900286	1992	6	26	4333
900288	1992	6	26	4700
900296	1992	7	27	4179
900297	1992	8	28	4261
900299	1992	6	26	4298
900302	1992	6	26	4075
900304	1992	7	27	4183
900308	1992	7	27	4203
900312	1992	8	28	3920
900319	1992	6	26	4764
900324	1992	6	26	4505
900326	1992	6	26	4558
900328	1992	6	26	5610
900329	1992	9	29	4070
900338	1992	6	25	4460
900350	1992	6	25	4620
900366	1992	9	28	2847
900377	1992	6	25	3670
900380	1992	8	27	4530
900383	1992	6	25	4816
900387	1992	7	26	3573
900389	1992	10	29	4033
900400	1992	8	27	3343
900402	1992	7	26	4087
900403	1992	7	26	6152
900405	1992	7	26	3886
900413	1992	10	29	3786
900415	1992	10	29	4541
900422	1992	8	26	3250
900424	1992	10	28	3354
900427	1992	10	28	4840
900433	1992	8	26	3226
900440	1992	8	26	3505
900443	1992	9	27	3461
900444	1992	8	26	4533
900446	1992	12	30	4687
900450	1992	9	27	4447
900458	1992	9	27	5728
900461	1992	10	28	4468
900463	1992	10	28	3396
900466	1993	4	34	5093
900471	1992	10	28	3671
900476	1992	10	28	4698
900477	1992	8	26	4759
900488	1992	8	26	4182
900490	1992	7	25	2813
900492	1992	8	26	5782
900496	1992	8	26	4151
900499	1992	8	25	4072
900502	1992	10	27	5192
900503	1992	10	27	3827
900510	1992	8	25	4970
900511	1992	12	29	4654
900516	1992	11	28	4920
900518	1992	11	28	3655
900525	1992	7	24	4920
900528	1992	7	24	4421
900529	1992	8	25	4209
900530	1992	10	27	4265
900534	1992	9	26	4562
900535	1992	10	27	4766
900537	1992	10	27	4020
900543	1992	11	28	3681
900545	1993	1	30	5286
900559	1992	8	25	4147
900561	1992	10	27	4569
900566	1992	8	25	4193
900571	1992	10	27	3996
900572	1992	12	29	4342
900585	1992	11	27	4161
900593	1992	10	26	4306
900595	1992	7	23	4467
900599	1992	10	26	2125
900602	1992	10	26	4686
900605	1992	10	26	4478
900611	1993	9	37	7310
900621	1992	9	25	3500
900623	1992	10	26	3940
900626	1992	10	26	3576
900628	1992	12	28	4384
900636	1992	12	28	4467
900644	1992	10	26	3288
900647	1992	10	26	4372
900657	1993	1	29	4620
900660	1993	1	29	3127
900661	1992	11	27	4380
900667	1992	10	25	4530
900680	1992	10	25	4128
900687	1992	12	27	5210
900689	1992	10	25	5388
900700	1992	10	25	4865
900701	1992	5	20	6012
900702	1992	12	27	3496
900704	1992	10	25	4800
900708	1992	12	27	4924
900719	1992	10	25	4174
900722	1992	10	25	3507
900723	1992	12	27	4965
900725	1992	10	25	3770
900736	1992	12	27	3235
900742	1992	12	27	4079
900744	1993	2	29	4427
900746	1992	11	26	4381
900750	1993	1	27	5058
900752	1992	10	24	4491
900757	1992	12	26	3842
900762	1993	1	27	5788
900766	1993	1	27	3956
900769	1993	2	28	4306
900771	1992	11	25	4486
900773	1992	10	24	3595
900778	1992	12	26	3714
900780	1992	12	26	3858
900781	1993	3	29	4877
900782	1993	2	28	5890
900784	1992	12	26	5478
900785	1992	12	26	4171
900795	1992	12	26	5602
900796	1993	1	27	4891
900797	1992	12	26	4080
900798	1993	2	28	5042
900799	1993	4	30	5235
900801	1993	1	27	4320
900803	1993	3	29	2065
900806	1992	12	26	4259
900811	1993	2	28	4987
900815	1993	2	28	5028
900817	1992	12	26	4907
900833	1993	1	26	5235
900839	1993	1	26	2936
900841	1993	2	27	5178
900844	1993	3	28	4597
900848	1993	1	26	4539
900853	1993	1	26	5210
900855	1993	3	28	5586
900856	1993	4	29	5652
900857	1992	12	25	4033
900859	1993	2	27	5950
900869	1993	2	27	4125
900872	1993	1	26	4892
900873	1993	1	26	5691
900878	1994	1	38	5239
900880	1993	3	28	4750
900881	1993	1	26	4690
900883	1992	12	25	4900
900884	1993	2	27	4748
900889	1993	1	26	3803
900893	1993	5	30	5804
900897	1993	2	27	4195
900900	1993	2	27	5080
900910	1992	12	25	5402
900912	1993	3	28	5462
900913	1993	2	27	5565
900916	1993	1	25	5270
900917	1993	4	28	5586
900918	1993	1	25	5658
900920	1993	3	27	4915
900925	1993	1	25	4585
900928	1993	4	28	4445
900932	1993	1	25	5024
900933	1993	3	27	3813
900938	1993	1	25	5288
900939	1993	1	25	4043
910003	1993	2	25	6102
910006	1993	2	25	5719
910010	1993	3	26	5840
910012	1993	1	24	4915
910014	1993	5	28	5364
910015	1993	3	26	4860
910017	1993	5	28	5596
910021	1993	3	26	6056
910022	1993	3	26	5722
910023	1993	3	26	6462
910025	1993	3	26	4294
910031	1993	1	24	4281
910035	1993	3	26	5005
910037	1993	3	26	4509
910040	1993	4	27	3596
910044	1993	5	28	4901
910056	1993	4	27	2866
910067	1993	5	28	4610
910068	1993	5	28	4116
910071	1993	4	27	5228
910077	1993	4	27	5509
910084	1993	3	25	3638
910086	1993	5	27	3840
910100	1993	8	30	5284
910101	1993	4	26	4044
910105	1993	8	30	4020
910107	1993	8	30	4249
910116	1993	6	28	5180
910117	1993	5	27	5257
910118	1993	7	29	4945
910119	1993	5	27	4728
910120	1993	5	27	4234
910122	1993	5	27	5058
910127	1993	7	29	4930
910128	1993	9	31	5637
910131	1993	3	25	6372
910134	1993	5	27	3660
910135	1993	7	29	5175
910143	1993	5	27	4829
910145	1993	5	27	5930
910150	1993	9	31	6889
910160	1993	5	27	5745
910168	1993	4	25	5112
910170	1993	7	28	5502
910172	1993	7	28	5770
910175	1993	4	25	4670
910176	1993	4	25	2955
910182	1993	7	28	2475
910185	1993	5	26	5670
910187	1993	7	28	5386
910189	1993	4	25	4476
910191	1993	5	26	4875
910192	1993	6	27	4034
910195	1993	9	30	4650
910198	1993	5	26	5913
910212	1993	6	27	5610
910215	1993	5	26	4836
910217	1993	7	28	5340
910221	1993	5	26	3980
910226	1993	5	26	4842
910232	1993	6	27	6019
910235	1993	10	31	4625
910236	1993	7	28	5331
910241	1993	6	27	4595
910244	1993	6	27	4864
910246	1993	5	26	5301
910250	1993	6	26	4809
910255	1993	7	27	3628
910256	1993	5	25	5546
910258	1994	1	33	4362
910266	1993	5	25	5681
910269	1993	6	26	5356
910271	1993	5	25	4516
910272	1993	6	26	4908
910276	1993	6	26	5082
910279	1993	6	26	4955
910280	1993	7	27	4491
910284	1993	8	28	5198
910288	1993	6	26	5032
910294	1993	8	28	5474
910306	1993	11	31	5225
910307	1993	8	28	2580
910308	1993	7	27	5244
910325	1993	6	26	5636
910332	1993	7	27	5265
910339	1993	6	25	4785
910340	1993	7	26	6123
910345	1993	10	29	5452
910359	1993	10	29	5632
910360	1993	6	25	4640
910368	1993	6	25	5542
910371	1993	8	27	3839
910375	1993	9	28	5152
910378	1993	10	29	4605
910386	1993	8	27	6522
910388	1993	8	27	4863
910391	1993	7	26	5087
910401	1993	9	28	2941
910417	1993	7	25	5731
910434	1993	8	26	5784
910444	1993	8	26	4267
910451	1993	7	25	4548
910456	1993	9	27	5258
910463	1993	8	26	3551
910473	1993	9	27	5608
910477	1993	8	26	4378
910482	1993	9	27	5454
910483	1993	8	26	4875
910484	1993	9	27	5805
910494	1993	10	28	4766
910504	1994	2	31	5693
910513	1993	9	26	5101
910516	1993	10	27	5764
910518	1993	9	26	5265
910528	1993	9	26	4640
910535	1993	9	26	3488
910544	1993	12	29	3760
910549	1993	9	26	5022
910554	1993	12	29	4446
910565	1993	9	26	5344
910568	1993	10	27	4650
910570	1993	10	27	6569
910571	1993	9	26	3683
910585	1993	10	26	4857
910590	1993	10	26	3855
910595	1993	9	25	5768
910598	1993	10	26	6115
910600	1993	10	26	4991
910603	1993	11	27	5292
910608	1993	12	28	5953
910610	1993	11	27	4893
910613	1993	10	26	3713
910617	1993	10	26	3930
910619	1993	10	26	4585
910626	1993	10	26	3840
910627	1993	12	28	5705
910638	1994	4	32	5798
910641	1993	11	27	5213
910643	1993	12	28	6694
910650	1993	10	26	3845
910661	1993	10	26	4432
910664	1993	12	28	6440
910665	1993	10	25	4924
910671	1993	12	27	5120
910672	1994	1	28	4867
910677	1993	12	27	5372
910678	1993	11	26	4628
910683	1993	12	27	4663
910696	1993	12	27	2325
910697	1993	11	26	5976
910698	1993	11	26	3110
910706	1994	1	28	5922
910708	1993	11	26	5040
910711	1993	10	25	4415
910714	1993	11	26	4982
910719	1993	11	26	5169
910724	1993	11	26	4106
910725	1993	12	27	5626
910727	1993	12	27	4876
910736	1994	1	28	5290
910738	1993	12	27	5820
910742	1994	1	28	4191
910743	1994	1	28	4140
910748	1993	12	26	7155
910751	1993	12	26	4719
910755	1993	12	26	5717
910760	1994	1	27	5657
910761	1994	3	29	5780
910764	1994	1	27	5168
910765	1993	12	26	4977
910774	1993	12	26	4202
910778	1994	2	28	6692
910785	1994	2	28	5493
910789	1993	12	26	5594
910793	1994	1	27	6674
910799	1994	1	27	4976
910803	1994	2	28	4928
910804	1994	1	27	5850
910805	1994	1	27	3998
910808	1994	3	29	6071
910810	1994	1	27	5883
910817	1994	1	27	5089
910819	1993	9	23	4159
910820	1994	2	28	4132
910826	1994	3	29	4878
910829	1994	3	29	5205
910830	1994	6	32	4515
910832	1994	1	26	6123
910833	1994	2	27	4702
910839	1994	1	26	4598
910844	1994	1	26	6937
910846	1994	2	27	4429
910847	1994	2	27	4883
910848	1994	2	27	4140
920001	1994	3	26	5774
920002	1994	1	24	5364
920006	1994	3	26	3765
920007	1994	4	27	5600
920009	1994	12	35	5120
920014	1994	2	25	6092
920015	1994	2	25	5205
920016	1994	2	25	5415
920017	1994	4	27	7364
920021	1994	3	26	4500
920022	1994	5	28	6085
920027	1994	5	28	4788
920030	1994	4	27	5745
920033	1994	5	28	5464
920039	1994	3	26	5650
920052	1994	4	27	4170
920060	1994	3	26	5177
920061	1995	1	36	6193
920064	1994	4	27	5004
920066	1994	4	27	6869
920071	1994	5	28	5619
920072	1994	3	26	4509
920077	1994	4	27	4555
920085	1994	4	26	5199
920087	1994	4	26	5445
920095	1994	1	23	4989
920102	1994	4	26	4497
920103	1994	4	26	4595
920108	1994	4	26	5018
920111	1994	4	26	3270
920114	1994	5	27	4900
920122	1994	6	28	4344
920145	1994	4	26	6260
920156	1994	5	27	4225
920165	1994	6	28	4203
920170	1994	4	25	4944
920173	1994	4	25	5125
920176	1994	5	26	5545
920202	1994	6	27	4507
920232	1994	5	26	3935
920259	1994	5	25	4319
920264	1994	5	25	3981
920269	1994	7	27	3802
920272	1994	9	29	4208
920274	1994	8	28	4699
920286	1994	6	26	5280
920297	1994	7	27	3385
920306	1994	6	26	2935
920309	1994	6	26	4669
920312	1994	7	27	1920
920318	1994	6	26	5124
920321	1995	1	33	7584
920323	1994	7	27	5010
920346	1994	7	26	5875
920381	1994	8	27	5030
920392	1994	8	27	5650
920398	1994	8	27	5685
920399	1994	8	27	6574
920405	1994	8	27	6262
920406	1994	9	28	5175
920410	1994	8	27	5788
920411	1994	5	24	2860
920412	1994	8	27	5064
920419	1994	8	26	3986
920442	1994	8	26	4954
920443	1994	9	27	6552
920448	1995	6	36	5234
920450	1994	8	26	4547
920451	1994	8	26	5154
920456	1994	9	27	5180
920458	1994	9	27	7435
920462	1994	10	28	6458
920466	1995	1	31	4847
920475	1994	10	28	5062
920476	1994	8	26	5786
920479	1994	9	27	4868
920483	1994	8	26	4181
920484	1994	8	26	2683
920489	1994	9	27	6084
920494	1994	9	27	4656
920496	1994	8	26	4789
920501	1994	12	29	5172
920502	1994	10	27	4911
920513	1994	8	25	6580
920515	1994	10	27	4840
920516	1994	8	25	3719
920520	1994	9	26	4894
920521	1995	1	30	5930
920530	1994	10	27	2384
920532	1994	8	25	4812
920536	1994	9	26	1882
920539	1994	10	27	4763
920544	1994	10	27	4317
920545	1994	10	27	4747
920547	1994	9	26	4146
920548	1994	10	27	5832
920563	1994	10	27	5449
920565	1994	10	27	6252
920567	1994	12	29	5991
920577	1994	11	28	6628
920585	1994	11	27	4607
920587	1994	10	26	5970
920600	1994	10	26	6004
920611	1994	11	27	5362
920612	1994	10	26	5521
920614	1994	10	26	4944
920618	1994	10	26	6817
920620	1994	10	26	6386
920627	1994	10	26	6026
920629	1994	10	26	5030
920640	1994	10	26	4687
920654	1994	11	27	6152
920662	1994	12	28	6930
920668	1995	1	28	7294
920673	1994	12	27	6002
920674	1994	11	26	6323
920678	1995	2	29	6841
920681	1994	11	26	6535
920694	1994	12	27	5688
920707	1994	11	26	6056
920711	1995	9	36	6940
920715	1994	11	26	5418
920718	1994	12	27	5420
920730	1994	12	27	5990
920731	1995	1	28	5300
920755	1995	2	28	6675
920757	1995	1	27	5823
920758	1995	4	30	7660
920761	1994	12	26	7380
920777	1995	7	33	7738
920782	1995	3	29	7398
920796	1995	6	32	7056
920797	1995	7	33	4736
920800	1995	4	30	6265
920806	1995	2	28	5771
920815	1995	3	29	6895
920818	1995	3	29	5820
920820	1995	2	28	7624
920831	1995	4	29	5555
920845	1995	3	28	5610
920859	1995	2	27	4878
920863	1995	3	28	5091
920866	1995	1	26	2931
930002	1995	2	25	6822
930003	1995	5	28	7577
930004	1995	5	28	6702
930026	1995	3	26	5880
930033	1995	3	26	6740
930036	1995	3	26	5230
930048	1995	3	26	7612
930052	1995	5	28	5381
930055	1995	2	25	6044
930059	1995	3	26	4658
930060	1995	2	25	4901
930063	1995	5	28	7900
930065	1995	3	26	6229
930070	1996	2	37	5004
930073	1995	4	27	4391
930075	1995	3	26	5678
930078	1995	5	28	5816
930080	1995	6	29	6282
930082	1995	3	26	5600
930083	1995	10	33	6950
930086	1995	3	25	5508
930094	1995	5	27	7108
930098	1995	4	26	6180
930107	1995	4	26	5009
930110	1995	6	28	5533
930114	1995	8	30	6280
930121	1995	6	28	6234
930147	1995	3	25	4944
930148	1995	9	31	6088
930163	1995	3	25	7488
930166	1995	7	29	5085
930171	1995	5	26	5643
930181	1995	4	25	7259
930192	1995	7	28	5664
930199	1995	6	27	4807
930214	1995	8	29	6042
930224	1995	5	26	5204
930226	1995	5	26	6260
930227	1995	8	29	7089
930230	1995	12	33	4725
