870287	486	841124	1990	5	37	2	4096
870287	486	841124	1991	5	49	3	5362
870290	181	850169	1990	3	35	2	4768
870290	181	850169	1991	8	52	3	5320
870298	181	850163	1990	5	37	2	4152
870298	181	850163	1991	5	49	3	3636
870299	1043	2899	1990	3	35	2	4031
870299	1043	2899	1991	3	47	3	3298
870303	360	830059	1990	3	35	2	3663
870307	181	850145	1990	6	38	2	5092
870307	181	850145	1991	7	51	3	4345
870308	330	830463	1990	5	37	2	4215
870308	330	830463	1991	3	47	3	3177
870313	360	840285	1990	5	37	2	3551
870313	360	840285	1991	10	54	3	2274
870318	330	830283	1990	1	33	2	4310
870318	330	830283	1991	1	45	3	3526
870321	623	2821	1990	2	34	2	3297
870323	360	840241	1990	5	37	2	3833
870323	360	840241	1991	5	49	3	4667
870333	623	840164	1990	4	35	2	3871
870333	623	840164	1991	3	46	3	5882
870340	360	820310	1990	7	38	2	3756
870340	360	820310	1991	7	50	3	3517
870341	95	1652	1990	5	36	2	2924
870345	360	840686	1990	7	38	2	3741
870354	83	850283	1990	4	35	2	4842
870354	83	850283	1991	4	47	3	3928
870361	83	841169	1990	6	37	2	3354
870361	83	841169	1991	5	48	3	2595
870374	397	830140	1990	2	33	2	3732
870374	397	830140	1991	1	44	3	4076
870378	780004	840671	1990	1	32	2	3574
870378	780004	840671	1991	1	44	3	4752
870384	83	850252	1990	5	36	2	4030
870384	83	850252	1991	5	48	3	4784
870387	486	850104	1990	4	35	2	4488
870387	486	850104	1991	3	46	3	3270
870389	386	830223	1990	6	37	2	3572
870391	155	630	1990	4	35	2	4107
870393	95	5724	1990	7	38	2	3304
870396	780004	830471	1990	4	35	2	3953
870396	780004	830471	1991	2	45	3	4803
870400	780004	830133	1990	5	36	2	2962
870402	486	841027	1990	8	39	2	3558
870402	486	841027	1991	7	50	3	4555
870403	95	1764	1990	10	41	2	3875
870403	95	1764	1991	8	51	3	5187
870410	95	2335	1990	3	34	2	4399
870410	95	2335	1991	4	47	3	5279
870411	397	820141	1990	6	37	2	2511
870411	397	820141	1991	6	49	3	3583
870419	975	2866	1990	5	35	2	4307
870419	975	2866	1991	5	47	3	4902
870433	360	840558	1990	3	33	2	3915
870440	57	850204	1990	7	37	2	4346
870440	57	850204	1991	8	50	3	5486
870442	27	760184	1990	6	36	2	4480
870444	318	750043	1990	5	35	2	4157
870444	318	750043	1991	6	48	3	5504
870451	155	750286	1990	5	35	2	3720
870451	155	750286	1991	4	46	3	4302
870453	360	840120	1990	4	34	2	2991
870453	360	840120	1991	3	45	3	3680
870468	623	820250	1990	11	41	2	3868
870468	623	820250	1992	2	56	3	5023
870477	330	830276	1990	9	39	2	4242
870477	330	830276	1991	7	49	3	4014
870483	486	850280	1990	12	42	2	3721
870485	95	1038	1990	2	32	2	4427
870487	330	840761	1990	5	35	2	3184
870487	330	840761	1991	6	48	3	4224
870495	975	820160	1990	4	34	2	3928
870505	330	840228	1990	8	37	2	3794
870505	330	840228	1991	6	47	3	3441
870509	623	820481	1990	11	40	2	5170
870515	95	820243	1990	11	40	2	4065
870517	386	840657	1990	10	39	2	3830
870518	486	850403	1990	5	34	2	5098
870519	83	850404	1990	4	33	2	5607
870519	83	850404	1991	4	45	3	5814
870522	57	841005	1990	8	37	2	3843
870522	57	841005	1991	7	48	3	5255
870524	397	830267	1990	1	30	2	3495
870524	397	830267	1991	1	42	3	4222
870531	397	840090	1990	1	30	2	3659
870531	397	840090	1991	1	42	3	3080
870534	397	840097	1990	3	32	2	3217
870541	486	850407	1990	5	34	2	2665
870541	486	850407	1991	4	45	3	3046
870543	330	840815	1990	8	37	2	2560
870543	330	840815	1991	9	50	3	4948
870544	397	840748	1990	7	36	2	3769
870545	330	830010	1990	1	30	2	3373
870565	780004	2979	1990	3	32	2	4555
870565	780004	2979	1991	7	48	3	4506
870566	468	850155	1990	4	33	2	4724
870566	468	850155	1991	4	45	3	5739
870570	623	3354	1990	6	35	2	4095
870570	623	3354	1991	6	47	3	4789
870578	318	840607	1990	8	37	2	2772
870581	83	2206	1990	4	33	2	3465
870581	83	2206	1991	5	46	3	3970
870583	386	841059	1990	1	29	2	3201
870584	386	841059	1990	1	29	2	4336
870584	386	841059	1991	9	49	3	4408
870591	623	2818	1990	5	33	2	3285
870591	623	2818	1991	4	44	3	2965
870593	850319	850489	1990	4	32	2	3102
870593	850319	850489	1991	2	42	3	2137
870596	83	840697	1990	4	32	2	4200
870596	83	840697	1991	3	43	3	4795
870597	975	2753	1990	7	35	2	2755
870597	975	2753	1991	7	47	3	3481
870598	330	840606	1990	6	34	2	4811
870598	330	840606	1991	4	44	3	3192
870603	1043	3264	1990	2	30	2	4320
870603	1043	3264	1991	2	42	3	6730
870612	850319	850434	1990	7	35	2	4217
870629	975	1846	1990	6	34	2	4539
870629	975	1846	1991	9	49	3	4867
870631	486	840713	1990	6	34	2	3360
870635	83	2291	1990	1	29	2	4365
870635	83	2291	1991	4	44	3	4974
870637	27	820370	1990	7	35	2	3833
870637	27	820370	1991	5	45	3	3218
870641	95	820184	1990	7	35	2	3686
870641	95	820184	1991	7	47	3	4940
870644	126	850282	1990	1	29	2	3712
870647	360	840617	1990	11	39	2	4449
870647	360	840617	1991	10	50	3	4898
870657	975	820388	1990	5	33	2	3659
870657	975	820388	1991	3	43	3	4406
870663	486	840251	1990	1	29	2	4059
870675	83	820494	1990	6	33	2	4286
870678	386	820129	1990	8	35	2	3516
870678	386	820129	1991	8	47	3	3060
870693	360	1934	1990	12	39	2	3177
870693	360	1934	1991	11	50	3	3928
870696	975	1717	1990	5	32	2	2910
870696	975	1717	1991	4	43	3	2787
870698	397	840985	1991	2	41	2	4240
870698	397	840985	1992	2	53	3	3538
870702	486	840982	1990	4	31	2	5048
870706	1043	3262	1990	1	28	2	3602
870706	1043	3262	1991	1	40	3	4282
870711	360	820299	1990	1	28	2	4740
870711	360	820299	1991	1	40	3	4536
870712	1043	830105	1990	5	32	2	4321
870712	1043	830105	1991	8	47	3	3695
870718	83	840969	1990	1	28	2	3781
870721	1043	2877	1990	12	39	2	4538
870721	1043	2877	1991	11	50	3	4550
870722	975	5723	1990	8	35	2	3726
870725	330	840589	1990	12	39	2	4942
870725	330	840589	1992	2	53	3	6535
870727	850319	850083	1990	12	39	2	3357
870731	1043	820443	1990	5	32	2	2579
870731	1043	820443	1991	4	43	3	4601
870736	83	285	1990	2	29	2	4480
870736	83	285	1991	1	40	3	4599
870740	486	830384	1990	1	28	2	3477
870740	486	830384	1990	12	39	3	2280
870741	397	820254	1990	11	38	2	2373
870741	397	820254	1991	10	49	3	3395
870743	360	840780	1990	5	32	2	3196
870750	780004	840838	1991	3	41	2	4466
870750	780004	840838	1992	2	52	3	4799
870754	780004	841045	1991	1	39	2	6252
870754	780004	841045	1992	2	52	3	5230
870755	1043	750111	1990	7	33	2	3982
870755	1043	750111	1991	8	46	3	5015
870756	360	840064	1990	10	36	2	2390
870762	386	1667	1990	3	29	2	4508
870762	386	1667	1991	3	41	3	5862
870766	486	840069	1990	4	30	2	4680
870766	486	840069	1991	7	45	3	4818
870768	318	820226	1990	9	35	2	3731
870768	318	820226	1991	8	46	3	4326
870769	486	830401	1991	2	40	2	4544
870769	486	830401	1991	12	50	3	4192
870770	397	850638	1990	11	37	2	2595
870770	397	850638	1991	9	47	3	3539
870774	1131	850236	1990	1	27	2	4090
870774	1131	850236	1991	2	40	3	5170
870776	1043	2732	1990	11	37	2	2505
870782	1043	830422	1990	1	27	2	3460
870784	397	830213	1990	2	28	2	4269
870784	397	830213	1991	2	40	3	4425
870790	397	840874	1990	1	27	2	3862
870790	397	840874	1991	1	39	3	4126
870791	386	830351	1990	2	28	2	3848
870791	386	830351	1991	3	41	3	4588
870792	360	830333	1991	3	41	2	4295
870792	360	830333	1992	10	60	3	4752
870794	1043	773	1990	11	37	2	2140
870794	1043	773	1991	10	48	3	3101
870796	330	830366	1990	1	27	2	3381
870799	386	820303	1990	1	27	2	4293
870799	386	820303	1991	1	39	3	5047
870800	360	830268	1991	7	45	2	4967
870810	318	2697	1991	2	40	2	5468
870810	318	2697	1992	1	51	3	5432
870818	386	841028	1990	3	29	2	4179
870819	360	830407	1990	2	28	2	4277
870826	397	5725	1990	3	29	2	4222
870826	397	5725	1991	1	39	3	4365
870828	780004	353	1990	4	30	2	4507
870830	397	820252	1990	1	27	2	4374
870830	397	820252	1990	8	34	3	4172
870836	360	830402	1990	11	36	2	4088
870839	83	2988	1990	1	26	2	3462
870839	83	2988	1990	12	37	3	3073
870849	780004	840079	1990	11	36	2	3742
870849	780004	840079	1992	1	50	3	4613
870858	386	841056	1990	1	26	2	4087
870858	386	841056	1990	11	36	3	4098
870862	486	830412	1990	1	26	2	4554
870862	486	830412	1991	1	38	3	4723
870863	1043	1403	1990	1	26	2	4690
870863	1043	1403	1991	3	40	3	4895
870868	83	830083	1990	2	27	2	4560
870868	83	830083	1991	1	38	3	4907
870870	318	4668	1990	7	32	2	2667
870870	318	4668	1991	5	42	3	4964
870871	83	830069	1990	1	26	2	3748
870873	83	1840	1990	1	26	2	3489
870876	1101	850503	1990	5	30	2	3316
870876	1101	850503	1991	8	45	3	4485
870877	318	820288	1990	2	27	2	4485
870877	318	820288	1991	1	38	3	4052
870878	360	2865	1990	2	27	2	3972
870878	360	2865	1991	4	41	3	4740
870879	386	841033	1990	3	28	2	3405
870880	780004	830387	1990	1	26	2	4667
870880	780004	830387	1991	2	39	3	5180
870883	1131	850730	1990	11	36	2	2405
870888	397	820301	1990	3	28	2	4681
870888	397	820301	1991	3	40	3	2898
870892	850319	850774	1990	5	30	2	3810
870892	850319	850774	1991	5	42	3	6034
870894	360	840092	1990	1	26	2	3685
870894	360	840092	1991	5	42	3	3072
870895	1101	850379	1990	5	30	2	2457
870898	386	850363	1990	1	26	2	4521
870898	386	850363	1991	3	40	3	4124
870899	1101	850834	1990	1	26	2	4220
870899	1101	850834	1991	1	38	3	4330
870901	1131	850608	1990	1	26	2	4270
870903	83	2657	1990	2	27	2	5280
870903	83	2657	1991	2	39	3	6774
870910	1043	830469	1990	1	26	2	4971
870910	1043	830469	1991	4	41	3	4695
870912	126	850610	1990	1	26	2	3844
870912	126	850610	1991	1	38	3	3016
870918	850319	850799	1991	1	37	2	2307
870920	83	830226	1990	1	25	2	4092
870920	83	830226	1991	2	38	3	4220
870926	486	2283	1990	1	25	2	4268
870926	486	2283	1990	12	36	3	3919
870928	975	830011	1990	11	35	2	3320
870928	975	830011	1991	11	47	3	3610
870930	975	1729	1990	1	25	2	4140
870930	975	1729	1991	2	38	3	5619
870933	83	1941	1990	3	27	2	4716
870933	83	1941	1991	2	38	3	5449
870934	83	915	1990	3	27	2	4133
870934	83	915	1991	1	37	3	5095
870935	850319	850779	1990	11	35	2	2745
870936	386	840017	1990	1	25	2	3611
870938	1131	850875	1990	4	28	2	3681
870938	1131	850875	1991	4	40	3	2236
870942	386	3214	1990	1	25	2	3587
870945	397	830443	1990	2	26	2	4984
870945	397	830443	1991	5	41	3	5211
870946	1101	850520	1990	3	27	2	4679
870949	1131	850861	1990	10	34	2	2243
870949	1131	850861	1991	9	45	3	4317
870953	850319	850945	1990	4	28	2	4640
870953	850319	850945	1991	3	39	3	4928
870954	1101	850863	1990	3	27	2	4049
870954	1101	850863	1991	3	39	3	6176
870955	1131	850824	1990	2	26	2	5228
870955	1131	850824	1991	3	39	3	6015
870961	360	840091	1990	5	29	2	2910
870965	850319	851035	1990	1	25	2	4440
870965	850319	851035	1991	1	37	3	4212
870968	1131	850947	1990	1	25	2	3934
870968	1131	850947	1990	12	36	3	4291
870972	780004	820349	1990	3	27	2	3861
870982	850319	850565	1990	1	25	2	5190
870982	850319	850565	1991	1	37	3	5492
880002	360	840014	1990	3	26	1	4134
880002	360	840014	1990	11	34	2	3048
880007	319	850941	1990	3	26	1	4704
880007	319	850941	1991	4	39	2	5536
880007	319	850941	1992	4	51	3	4765
880009	319	850220	1990	4	27	1	2328
880011	1101	850686	1990	3	26	1	3786
880016	319	850790	1990	1	24	1	4216
880016	319	850790	1991	1	36	2	4782
880016	319	850790	1992	1	48	3	5168
880017	126	2048	1990	3	26	1	4388
880017	126	2048	1991	2	37	2	4030
880017	126	2048	1992	5	52	3	2824
880018	319	850713	1990	3	26	1	4053
880018	319	850713	1991	8	43	2	3578
880023	780004	3321	1990	1	24	1	3678
880023	780004	3321	1991	2	37	2	3685
880024	1101	850808	1990	7	30	1	4230
880024	1101	850808	1991	6	41	2	5916
880024	1101	850808	1992	5	52	3	4888
880025	1131	850933	1990	2	25	1	3797
880028	360	820345	1990	7	30	1	3446
880028	360	820345	1991	6	41	2	4411
880028	360	820345	1992	6	53	3	3875
880032	360	820307	1990	1	24	1	3908
880032	360	820307	1991	2	37	2	4490
880032	360	820307	1992	1	48	3	3367
880036	126	840458	1992	4	51	1	4975
880036	126	840458	1993	8	67	2	5295
880040	386	841062	1990	4	27	1	4498
880041	319	850871	1990	5	28	1	2337
880045	386	840940	1990	6	29	1	2814
880045	386	840940	1991	8	43	2	3580
880045	386	840940	1992	7	54	3	3558
880046	319	850878	1990	2	25	1	3645
880049	1101	850701	1990	2	25	1	4020
880049	1101	850701	1991	2	37	2	5527
880049	1101	850701	1992	3	50	3	6297
880051	1101	850699	1990	1	24	1	3852
880052	319	850405	1990	5	28	1	3082
880054	319	850771	1990	1	24	1	2568
880062	1043	3247	1990	5	28	1	4096
880062	1043	3247	1992	3	50	2	3029
880062	1043	3247	1993	3	62	3	4104
880063	386	830007	1990	1	24	1	2880
880070	126	830374	1990	2	25	1	4504
880070	126	830374	1991	3	38	2	5656
880070	126	830374	1992	7	54	3	4890
880074	318	830012	1990	3	26	1	3840
880075	386	840046	1990	5	28	1	4180
880078	780004	3273	1990	3	26	1	4042
880078	780004	3273	1991	6	41	2	3935
880078	780004	3273	1992	7	54	3	3769
880079	83	830259	1990	3	26	1	3907
880079	83	830259	1991	8	43	2	3498
880079	83	830259	1992	7	54	3	3370
880080	386	840864	1990	2	25	1	3486
880085	486	3355	1990	2	24	1	3545
880085	486	3355	1991	2	36	2	3819
880094	1101	850428	1990	4	26	1	4554
880094	1101	850428	1991	2	36	2	5589
880096	386	830038	1990	3	25	1	4700
880098	397	820246	1990	7	29	1	2505
880098	397	820246	1991	9	43	2	3937
880101	486	820419	1990	2	24	1	4100
880101	486	820419	1991	2	36	2	4365
880101	486	820419	1992	1	47	3	2988
880102	318	830056	1990	3	25	1	4174
880102	318	830056	1991	2	36	2	4614
880102	318	830056	1992	1	47	3	3880
880104	486	1244	1990	1	23	1	4001
880104	486	1244	1991	1	35	2	5580
880104	486	1244	1992	2	48	3	6024
880109	397	841107	1990	4	26	1	3231
880110	126	830363	1990	3	25	1	3617
880115	850319	851032	1990	4	26	1	4117
880115	850319	851032	1991	3	37	2	5284
880118	975	1149	1990	2	24	1	3809
880122	780004	830360	1990	7	29	1	4485
880122	780004	830360	1991	5	39	2	3702
880122	780004	830360	1992	4	50	3	5039
880124	83	830436	1990	3	25	1	4146
880124	83	830436	1991	3	37	2	4446
880130	83	840381	1990	5	27	1	2549
880133	850319	850839	1990	11	33	1	3576
880133	850319	850839	1991	10	44	2	3477
880136	780004	830215	1990	3	25	1	4622
880136	780004	830215	1991	5	39	2	4782
880136	780004	830215	1992	6	52	3	4853
880137	1131	850903	1990	5	27	1	4115
880137	1131	850903	1991	5	39	2	5730
880137	1131	850903	1991	12	46	3	3244
880144	397	850768	1990	4	26	1	4447
880144	397	850768	1991	6	40	2	4509
880144	397	850768	1992	6	52	3	4013
880146	386	840681	1990	5	27	1	3941
880147	486	239	1990	12	34	1	3358
880148	386	830464	1990	3	25	1	4101
880148	386	830464	1991	3	37	2	4812
880148	386	830464	1991	7	41	3	3963
880150	1024	841099	1990	6	28	1	3415
880158	1024	830014	1990	5	27	1	3829
880158	1024	830014	1991	4	38	2	5533
880160	1101	851055	1990	5	27	1	3304
880160	1101	851055	1991	5	39	2	3802
880166	83	841022	1990	5	27	1	3475
880166	83	841022	1991	3	37	2	4110
880166	83	841022	1992	3	49	3	4933
880168	841131	851039	1990	6	27	1	1922
880168	841131	851039	1991	5	38	2	3718
880168	841131	851039	1992	11	56	3	3935
880171	486	840795	1990	4	25	1	3676
880173	1043	3144	1990	5	26	1	4343
880173	1043	3144	1991	9	42	2	4749
880173	1043	3144	1992	8	53	3	5661
880186	840126	840686	1990	5	26	1	3486
880186	840126	840686	1991	7	40	2	2910
880191	486	841011	1991	3	36	1	4054
880191	486	841011	1992	3	48	2	4299
880191	486	841011	1993	2	59	3	3403
880192	841101	851064	1990	6	27	1	3287
880192	841101	851064	1991	5	38	2	4770
880192	841101	851064	1992	10	55	3	4887
880193	850319	851102	1990	4	25	1	3307
880202	1043	1971	1990	4	25	1	4118
880205	780004	859	1990	7	28	1	2760
880205	780004	859	1991	6	39	2	4041
880230	360	840265	1990	4	25	1	3945
880230	360	840265	1991	5	38	2	4762
880230	360	840265	1992	10	55	3	3218
880231	360	860031	1990	4	25	1	3689
880231	360	860031	1991	4	37	2	5272
880231	360	860031	1992	2	47	3	1985
880233	360	841102	1990	4	25	1	2812
880234	386	820044	1990	4	25	1	3615
880234	386	820044	1991	3	36	2	4424
880234	386	820044	1992	3	48	3	5196
880235	360	850072	1990	7	28	1	3504
880235	360	850072	1991	6	39	2	4740
880235	360	850072	1992	7	52	3	5182
880236	386	851029	1990	11	32	1	3499
880237	360	850125	1990	7	28	1	2222
880237	360	850125	1991	7	40	2	2595
880237	360	850125	1992	6	51	3	3798
880243	841131	851163	1990	10	31	1	3863
880243	841131	851163	1992	1	46	2	3445
880246	975	830418	1990	8	29	1	2962
880247	360	841162	1990	4	25	1	4659
880247	360	841162	1991	3	36	2	5240
880248	486	851103	1990	7	28	1	3319
880248	486	851103	1992	7	52	2	3731
880248	486	851103	1993	7	64	3	4478
880252	841131	851082	1990	8	28	1	3904
880260	850319	850986	1990	6	26	1	2819
880262	841101	840520	1990	5	25	1	3534
880269	386	851116	1990	5	25	1	3111
880269	386	851116	1991	8	40	2	3685
880287	850319	851131	1990	3	23	1	4282
880287	850319	851131	1991	10	42	2	4312
880287	850319	851131	1992	9	53	3	4302
880295	840126	860358	1990	8	28	1	4469
880295	840126	860358	1991	8	40	2	4648
880295	840126	860358	1992	7	51	3	3875
880300	397	860266	1991	3	35	1	3930
880301	360	860180	1990	5	25	1	3918
880301	360	860180	1991	3	35	2	3434
880301	360	860180	1992	2	46	3	4306
880304	126	860523	1990	5	25	1	3437
880304	126	860523	1991	4	36	2	3852
880304	126	860523	1992	3	47	3	4284
880308	1131	850206	1990	6	26	1	4413
880308	1131	850206	1991	5	37	2	5180
880308	1131	850206	1992	5	49	3	4900
880309	486	830283	1990	6	26	1	3780
880309	486	830283	1991	5	37	2	4570
880309	486	830283	1992	4	48	3	4638
880310	1101	851027	1990	6	26	1	3435
880310	1101	851027	1991	5	37	2	3330
880310	1101	851027	1992	8	52	3	3252
880313	860020	851122	1990	11	31	1	2994
880313	860020	851122	1991	10	42	2	3466
880330	397	860260	1991	4	36	1	4234
880330	397	860260	1992	6	50	2	4265
880330	397	860260	1993	6	62	3	5024
880331	360	860141	1991	4	36	1	4441
880331	360	860141	1992	4	48	2	3648
880331	360	860141	1993	3	59	3	4649
880334	386	851110	1990	5	24	1	2448
880347	126	840753	1991	2	33	1	3699
880347	126	840753	1992	4	47	2	2834
880347	126	840753	1993	3	58	3	4627
880349	860140	860065	1990	5	24	1	4196
880349	860140	860065	1991	8	39	2	4605
880349	860140	860065	1992	7	50	3	5618
880350	83	820141	1991	9	40	1	3225
880350	83	820141	1992	10	53	2	3795
880355	1101	860193	1990	9	28	1	3866
880359	860043	860017	1990	7	26	1	4093
880359	860043	860017	1991	10	41	2	5886
880359	860043	860017	1993	3	58	3	7145
880369	83	850108	1990	8	27	1	3224
880381	126	830187	1990	4	23	1	4052
880381	126	830187	1991	4	35	2	4131
880381	126	830187	1992	3	46	3	4682
880384	330	850042	1990	8	27	1	3597
880385	360	840558	1990	6	25	1	4550
880385	360	840558	1991	6	37	2	4425
880385	360	840558	1992	6	49	3	4164
880394	850319	850192	1990	8	27	1	3525
880394	850319	850192	1991	8	39	2	4905
880394	850319	850192	1992	10	53	3	3932
880397	850319	860249	1990	7	26	1	2910
880397	850319	860249	1991	7	38	2	2473
880397	850319	860249	1992	6	49	3	4410
880400	1131	851076	1990	7	26	1	3394
880402	860020	860012	1990	12	31	1	2222
880402	860020	860012	1991	11	42	2	4340
880404	83	820269	1990	7	26	1	3151
880404	83	820269	1992	1	44	2	2780
880404	83	820269	1993	1	56	3	3677
880405	386	840489	1990	11	30	1	2844
880409	860043	860207	1990	10	29	1	1771
880441	841101	840871	1991	5	35	1	4390
880446	860020	860083	1990	11	29	1	3426
880461	860020	860673	1990	9	27	1	2363
880466	1101	830022	1990	8	26	1	3900
880466	1101	830022	1991	9	39	2	3657
880474	397	840374	1990	8	26	1	2099
880474	397	840374	1991	9	39	2	4610
880485	850319	2912	1990	10	28	1	4440
880485	850319	2912	1992	2	44	2	6320
880485	850319	2912	1993	4	58	3	5464
880486	83	2293	1990	6	24	1	3196
880486	83	2293	1991	5	35	2	4123
880486	83	2293	1992	6	48	3	4285
880498	83	860250	1990	11	29	1	3836
880498	83	860250	1991	11	41	2	5038
880498	83	860250	1992	11	53	3	4197
880506	840126	850299	1990	9	26	1	3210
880510	1131	840781	1990	11	28	1	3281
880521	386	820494	1991	1	30	1	4256
